Hour,Node,Demand_kWh,Loss_Percentage,Storage_Capacity_kWh,Source,Supply_kWh,Cost_per_kWh
7,Node_11,87,3.46,158,Hydro,330,0.17
7,Node_12,189,2.18,237,Solar,470,0.11
7,Node_12,189,2.18,237,Wind,553,0.17
7,Node_12,189,2.18,237,Hydro,383,0.17
7,Node_13,72,7.76,198,Solar,488,0.11
7,Node_13,72,7.76,198,Wind,323,0.17
7,Node_13,72,7.76,198,Hydro,451,0.17
7,Node_14,186,5.34,291,Solar,483,0.11
7,Node_14,186,5.34,291,Wind,461,0.17
7,Node_14,186,5.34,291,Hydro,335,0.17
7,Node_15,104,2.71,342,Solar,302,0.11
7,Node_15,104,2.71,342,Wind,457,0.17
7,Node_15,104,2.71,342,Hydro,512,0.17
7,Node_16,71,7.47,418,Solar,490,0.11
7,Node_16,71,7.47,418,Wind,381,0.17
7,Node_16,71,7.47,418,Hydro,405,0.17
7,Node_17,151,6.36,148,Solar,417,0.11
7,Node_17,151,6.36,148,Wind,458,0.17
7,Node_17,151,6.36,148,Hydro,519,0.17
7,Node_18,95,9.84,131,Solar,318,0.11
7,Node_18,95,9.84,131,Wind,487,0.17
7,Node_18,95,9.84,131,Hydro,462,0.17
7,Node_19,154,3.82,490,Solar,322,0.11
7,Node_19,154,3.82,490,Wind,359,0.17
7,Node_19,154,3.82,490,Hydro,519,0.17
7,Node_2,58,5.96,197,Solar,329,0.11
7,Node_2,58,5.96,197,Wind,510,0.17
7,Node_2,58,5.96,197,Hydro,569,0.17
7,Node_20,112,5.23,376,Solar,594,0.11
7,Node_20,112,5.23,376,Wind,451,0.17
7,Node_20,112,5.23,376,Hydro,419,0.17
7,Node_21,76,6.34,119,Solar,407,0.11
7,Node_21,76,6.34,119,Wind,408,0.17
7,Node_21,76,6.34,119,Hydro,481,0.17
7,Node_22,121,8.33,253,Solar,580,0.11
7,Node_22,121,8.33,253,Wind,375,0.17
7,Node_22,121,8.33,253,Hydro,405,0.17
7,Node_23,89,6.39,482,Solar,427,0.11
7,Node_23,89,6.39,482,Wind,329,0.17
7,Node_23,89,6.39,482,Hydro,516,0.17
7,Node_24,108,6.9,167,Solar,528,0.11
7,Node_24,108,6.9,167,Wind,416,0.17
7,Node_24,108,6.9,167,Hydro,504,0.17
7,Node_25,192,3.81,465,Solar,410,0.11
7,Node_25,192,3.81,465,Wind,491,0.17
7,Node_25,192,3.81,465,Hydro,369,0.17
7,Node_26,120,8.78,471,Solar,435,0.11
7,Node_26,120,8.78,471,Wind,318,0.17
7,Node_26,120,8.78,471,Hydro,343,0.17
7,Node_27,185,5.43,313,Solar,485,0.11
7,Node_27,185,5.43,313,Wind,472,0.17
7,Node_27,185,5.43,313,Hydro,527,0.17
7,Node_28,116,3.13,242,Solar,443,0.11
7,Node_28,116,3.13,242,Wind,527,0.17
7,Node_28,116,3.13,242,Hydro,483,0.17
7,Node_29,186,7.31,475,Solar,371,0.11
7,Node_29,186,7.31,475,Wind,482,0.17
7,Node_29,186,7.31,475,Hydro,406,0.17
7,Node_3,145,9.84,243,Solar,428,0.11
7,Node_3,145,9.84,243,Wind,412,0.17
7,Node_3,145,9.84,243,Hydro,383,0.17
7,Node_30,136,3.73,331,Solar,560,0.11
7,Node_30,136,3.73,331,Wind,482,0.17
7,Node_30,136,3.73,331,Hydro,549,0.17
7,Node_4,124,3.16,467,Solar,302,0.11
7,Node_4,124,3.16,467,Wind,445,0.17
7,Node_4,124,3.16,467,Hydro,320,0.17
7,Node_5,153,7.8,224,Solar,403,0.11
7,Node_5,153,7.8,224,Wind,415,0.17
7,Node_5,153,7.8,224,Hydro,495,0.17
7,Node_6,50,3.53,266,Solar,523,0.11
7,Node_6,50,3.53,266,Wind,412,0.17
7,Node_6,50,3.53,266,Hydro,477,0.17
7,Node_7,70,4.71,185,Solar,309,0.11
7,Node_7,70,4.71,185,Wind,550,0.17
7,Node_7,70,4.71,185,Hydro,306,0.17
7,Node_8,68,4.47,175,Solar,530,0.11
7,Node_8,68,4.47,175,Wind,550,0.17
7,Node_8,68,4.47,175,Hydro,369,0.17
7,Node_9,195,9.58,443,Solar,518,0.11
7,Node_9,195,9.58,443,Wind,417,0.17
7,Node_9,195,9.58,443,Hydro,426,0.17
8,Node_1,171,7.0,429,Solar,365,0.11
8,Node_1,171,7.0,429,Wind,460,0.17
8,Node_1,171,7.0,429,Hydro,459,0.17
8,Node_10,118,9.74,393,Solar,411,0.11
8,Node_10,118,9.74,393,Wind,497,0.17
8,Node_10,118,9.74,393,Hydro,547,0.17
8,Node_11,164,3.46,158,Solar,312,0.11
8,Node_11,164,3.46,158,Wind,559,0.17
8,Node_11,164,3.46,158,Hydro,502,0.17
8,Node_12,96,2.18,237,Solar,385,0.11
8,Node_12,96,2.18,237,Wind,447,0.17
8,Node_12,96,2.18,237,Hydro,447,0.17
8,Node_13,112,7.76,198,Solar,533,0.11
8,Node_13,112,7.76,198,Wind,539,0.17
8,Node_13,112,7.76,198,Hydro,442,0.17
8,Node_14,100,5.34,291,Solar,389,0.11
8,Node_14,100,5.34,291,Wind,346,0.17
8,Node_14,100,5.34,291,Hydro,498,0.17
8,Node_15,152,2.71,342,Solar,577,0.11
8,Node_15,152,2.71,342,Wind,353,0.17
8,Node_15,152,2.71,342,Hydro,497,0.17
8,Node_16,53,7.47,418,Solar,512,0.11
8,Node_16,53,7.47,418,Wind,311,0.17
8,Node_16,53,7.47,418,Hydro,346,0.17
8,Node_17,147,6.36,148,Solar,471,0.11
8,Node_17,147,6.36,148,Wind,508,0.17
8,Node_17,147,6.36,148,Hydro,377,0.17
8,Node_18,78,9.84,131,Solar,587,0.11
8,Node_18,78,9.84,131,Wind,313,0.17
8,Node_18,78,9.84,131,Hydro,423,0.17
8,Node_19,116,3.82,490,Solar,473,0.11
8,Node_19,116,3.82,490,Wind,420,0.17
8,Node_19,116,3.82,490,Hydro,374,0.17
8,Node_2,137,5.96,197,Solar,412,0.11
8,Node_2,137,5.96,197,Wind,319,0.17
8,Node_2,137,5.96,197,Hydro,436,0.17
8,Node_20,109,5.23,376,Solar,421,0.11
8,Node_20,109,5.23,376,Wind,374,0.17
8,Node_20,109,5.23,376,Hydro,389,0.17
8,Node_21,99,6.34,119,Solar,331,0.11
8,Node_21,99,6.34,119,Wind,542,0.17
8,Node_21,99,6.34,119,Hydro,360,0.17
8,Node_22,141,8.33,253,Solar,521,0.11
8,Node_22,141,8.33,253,Wind,522,0.17
8,Node_22,141,8.33,253,Hydro,437,0.17
8,Node_23,70,6.39,482,Solar,418,0.11
8,Node_23,70,6.39,482,Wind,369,0.17
8,Node_23,70,6.39,482,Hydro,349,0.17
8,Node_24,118,6.9,167,Solar,338,0.11
8,Node_24,118,6.9,167,Wind,510,0.17
8,Node_24,118,6.9,167,Hydro,558,0.17
8,Node_25,114,3.81,465,Solar,567,0.11
8,Node_25,114,3.81,465,Wind,400,0.17
8,Node_25,114,3.81,465,Hydro,406,0.17
8,Node_26,105,8.78,471,Solar,532,0.11
8,Node_26,105,8.78,471,Wind,485,0.17
8,Node_26,105,8.78,471,Hydro,412,0.17
8,Node_27,146,5.43,313,Solar,317,0.11
8,Node_27,146,5.43,313,Wind,431,0.17
8,Node_27,146,5.43,313,Hydro,553,0.17
8,Node_28,104,3.13,242,Solar,448,0.11
8,Node_28,104,3.13,242,Wind,410,0.17
8,Node_28,104,3.13,242,Hydro,417,0.17
8,Node_29,148,7.31,475,Solar,448,0.11
8,Node_29,148,7.31,475,Wind,431,0.17
8,Node_29,148,7.31,475,Hydro,497,0.17
8,Node_3,162,9.84,243,Solar,425,0.11
8,Node_3,162,9.84,243,Wind,319,0.17
8,Node_3,162,9.84,243,Hydro,350,0.17
8,Node_30,137,3.73,331,Solar,537,0.11
8,Node_30,137,3.73,331,Wind,323,0.17
8,Node_30,137,3.73,331,Hydro,544,0.17
8,Node_4,162,3.16,467,Solar,434,0.11
8,Node_4,162,3.16,467,Wind,526,0.17
8,Node_4,162,3.16,467,Hydro,334,0.17
8,Node_5,186,7.8,224,Solar,450,0.11
8,Node_5,186,7.8,224,Wind,453,0.17
8,Node_5,186,7.8,224,Hydro,368,0.17
8,Node_6,83,3.53,266,Solar,535,0.11
8,Node_6,83,3.53,266,Wind,592,0.17
8,Node_6,83,3.53,266,Hydro,348,0.17
8,Node_7,187,4.71,185,Solar,523,0.11
8,Node_7,187,4.71,185,Wind,529,0.17
8,Node_7,187,4.71,185,Hydro,373,0.17
8,Node_8,157,4.47,175,Solar,502,0.11
8,Node_8,157,4.47,175,Wind,501,0.17
8,Node_8,157,4.47,175,Hydro,491,0.17
8,Node_9,60,9.58,443,Solar,555,0.11
8,Node_9,60,9.58,443,Wind,337,0.17
8,Node_9,60,9.58,443,Hydro,560,0.17
9,Node_1,124,7.0,429,Solar,385,0.11
9,Node_1,124,7.0,429,Wind,559,0.17
9,Node_1,124,7.0,429,Hydro,369,0.17
9,Node_10,83,9.74,393,Solar,449,0.11
9,Node_10,83,9.74,393,Wind,487,0.17
9,Node_10,83,9.74,393,Hydro,389,0.17
9,Node_11,64,3.46,158,Solar,534,0.11
9,Node_11,64,3.46,158,Wind,356,0.17
9,Node_11,64,3.46,158,Hydro,559,0.17
9,Node_12,50,2.18,237,Solar,321,0.11
9,Node_12,50,2.18,237,Wind,319,0.17
9,Node_12,50,2.18,237,Hydro,425,0.17
9,Node_13,192,7.76,198,Solar,584,0.11
9,Node_13,192,7.76,198,Wind,572,0.17
9,Node_13,192,7.76,198,Hydro,530,0.17
9,Node_14,78,5.34,291,Solar,568,0.11
9,Node_14,78,5.34,291,Wind,418,0.17
9,Node_14,78,5.34,291,Hydro,594,0.17
9,Node_15,180,2.71,342,Solar,557,0.11
9,Node_15,180,2.71,342,Wind,370,0.17
9,Node_15,180,2.71,342,Hydro,428,0.17
9,Node_16,78,7.47,418,Solar,328,0.11
9,Node_16,78,7.47,418,Wind,303,0.17
9,Node_16,78,7.47,418,Hydro,579,0.17
9,Node_17,61,6.36,148,Solar,512,0.11
9,Node_17,61,6.36,148,Wind,520,0.17
9,Node_17,61,6.36,148,Hydro,399,0.17
9,Node_18,111,9.84,131,Solar,582,0.11
9,Node_18,111,9.84,131,Wind,313,0.17
9,Node_18,111,9.84,131,Hydro,596,0.17
9,Node_19,172,3.82,490,Solar,349,0.11
9,Node_19,172,3.82,490,Wind,302,0.17
9,Node_19,172,3.82,490,Hydro,481,0.17
9,Node_2,178,5.96,197,Solar,394,0.11
9,Node_2,178,5.96,197,Wind,515,0.17
9,Node_2,178,5.96,197,Hydro,473,0.17
9,Node_20,128,5.23,376,Solar,387,0.11
9,Node_20,128,5.23,376,Wind,528,0.17
9,Node_20,128,5.23,376,Hydro,487,0.17
9,Node_21,180,6.34,119,Solar,343,0.11
9,Node_21,180,6.34,119,Wind,485,0.17
9,Node_21,180,6.34,119,Hydro,356,0.17
9,Node_22,111,8.33,253,Solar,577,0.11
9,Node_22,111,8.33,253,Wind,354,0.17
9,Node_22,111,8.33,253,Hydro,330,0.17
9,Node_23,192,6.39,482,Solar,470,0.11
9,Node_23,192,6.39,482,Wind,553,0.17
9,Node_23,192,6.39,482,Hydro,383,0.17
9,Node_24,61,6.9,167,Solar,488,0.11
9,Node_24,61,6.9,167,Wind,323,0.17
9,Node_24,61,6.9,167,Hydro,451,0.17
9,Node_25,125,3.81,465,Solar,483,0.11
9,Node_25,125,3.81,465,Wind,461,0.17
9,Node_25,125,3.81,465,Hydro,335,0.17
9,Node_26,91,8.78,471,Solar,302,0.11
9,Node_26,91,8.78,471,Wind,457,0.17
9,Node_26,91,8.78,471,Hydro,512,0.17
9,Node_27,172,5.43,313,Solar,490,0.11
9,Node_27,172,5.43,313,Wind,381,0.17
9,Node_27,172,5.43,313,Hydro,405,0.17
9,Node_28,55,3.13,242,Solar,417,0.11
9,Node_28,55,3.13,242,Wind,458,0.17
9,Node_28,55,3.13,242,Hydro,519,0.17
9,Node_29,198,7.31,475,Solar,318,0.11
9,Node_29,198,7.31,475,Wind,487,0.17
9,Node_29,198,7.31,475,Hydro,462,0.17
9,Node_3,111,9.84,243,Solar,322,0.11
9,Node_3,111,9.84,243,Wind,359,0.17
9,Node_3,111,9.84,243,Hydro,519,0.17
9,Node_30,118,3.73,331,Solar,329,0.11
9,Node_30,118,3.73,331,Wind,510,0.17
9,Node_30,118,3.73,331,Hydro,569,0.17
9,Node_4,153,3.16,467,Solar,594,0.11
9,Node_4,153,3.16,467,Wind,451,0.17
9,Node_4,153,3.16,467,Hydro,419,0.17
9,Node_5,92,7.8,224,Solar,407,0.11
9,Node_5,92,7.8,224,Wind,408,0.17
9,Node_5,92,7.8,224,Hydro,481,0.17
9,Node_6,145,3.53,266,Solar,580,0.11
9,Node_6,145,3.53,266,Wind,375,0.17
9,Node_6,145,3.53,266,Hydro,405,0.17
9,Node_7,150,4.71,185,Solar,427,0.11
9,Node_7,150,4.71,185,Wind,329,0.17
9,Node_7,150,4.71,185,Hydro,516,0.17
9,Node_8,140,4.47,175,Solar,528,0.11
9,Node_8,140,4.47,175,Wind,416,0.17
9,Node_8,140,4.47,175,Hydro,504,0.17
9,Node_9,134,9.58,443,Solar,410,0.11
9,Node_9,134,9.58,443,Wind,491,0.17
9,Node_9,134,9.58,443,Hydro,369,0.17
10,Node_1,137,7.0,429,Solar,435,0.11
10,Node_1,137,7.0,429,Wind,318,0.17
10,Node_1,137,7.0,429,Hydro,343,0.17
10,Node_10,55,9.74,393,Solar,485,0.11
10,Node_10,55,9.74,393,Wind,472,0.17
10,Node_10,55,9.74,393,Hydro,527,0.17
10,Node_11,168,3.46,158,Solar,443,0.11
10,Node_11,168,3.46,158,Wind,527,0.17
10,Node_11,168,3.46,158,Hydro,483,0.17
10,Node_12,139,2.18,237,Solar,371,0.11
10,Node_12,139,2.18,237,Wind,482,0.17
10,Node_12,139,2.18,237,Hydro,406,0.17
10,Node_13,194,7.76,198,Solar,428,0.11
10,Node_13,194,7.76,198,Wind,412,0.17
10,Node_13,194,7.76,198,Hydro,383,0.17
10,Node_14,89,5.34,291,Solar,560,0.11
10,Node_14,89,5.34,291,Wind,482,0.17
10,Node_14,89,5.34,291,Hydro,549,0.17
10,Node_15,81,2.71,342,Solar,302,0.11
10,Node_15,81,2.71,342,Wind,445,0.17
10,Node_15,81,2.71,342,Hydro,320,0.17
10,Node_16,158,7.47,418,Solar,403,0.11
10,Node_16,158,7.47,418,Wind,415,0.17
10,Node_16,158,7.47,418,Hydro,495,0.17
10,Node_17,68,6.36,148,Solar,523,0.11
10,Node_17,68,6.36,148,Wind,412,0.17
10,Node_17,68,6.36,148,Hydro,477,0.17
10,Node_18,65,9.84,131,Solar,309,0.11
10,Node_18,65,9.84,131,Wind,550,0.17
10,Node_18,65,9.84,131,Hydro,306,0.17
10,Node_19,78,3.82,490,Solar,530,0.11
10,Node_19,78,3.82,490,Wind,550,0.17
10,Node_19,78,3.82,490,Hydro,369,0.17
10,Node_2,185,5.96,197,Solar,518,0.11
10,Node_2,185,5.96,197,Wind,417,0.17
10,Node_2,185,5.96,197,Hydro,426,0.17
10,Node_20,86,5.23,376,Solar,365,0.11
10,Node_20,86,5.23,376,Wind,460,0.17
10,Node_20,86,5.23,376,Hydro,459,0.17
10,Node_21,142,6.34,119,Solar,411,0.11
10,Node_21,142,6.34,119,Wind,497,0.17
10,Node_21,142,6.34,119,Hydro,547,0.17
10,Node_22,133,8.33,253,Solar,312,0.11
10,Node_22,133,8.33,253,Wind,559,0.17
10,Node_22,133,8.33,253,Hydro,502,0.17
10,Node_23,148,6.39,482,Solar,385,0.11
10,Node_23,148,6.39,482,Wind,447,0.17
10,Node_23,148,6.39,482,Hydro,447,0.17
10,Node_24,69,6.9,167,Solar,533,0.11
10,Node_24,69,6.9,167,Wind,539,0.17
10,Node_24,69,6.9,167,Hydro,442,0.17
10,Node_25,192,3.81,465,Solar,389,0.11
10,Node_25,192,3.81,465,Wind,346,0.17
10,Node_25,192,3.81,465,Hydro,498,0.17
10,Node_26,85,8.78,471,Solar,577,0.11
10,Node_26,85,8.78,471,Wind,353,0.17
10,Node_26,85,8.78,471,Hydro,497,0.17
10,Node_27,119,5.43,313,Solar,512,0.11
10,Node_27,119,5.43,313,Wind,311,0.17
10,Node_27,119,5.43,313,Hydro,346,0.17
10,Node_28,199,3.13,242,Solar,471,0.11
10,Node_28,199,3.13,242,Wind,508,0.17
10,Node_28,199,3.13,242,Hydro,377,0.17
10,Node_29,122,7.31,475,Solar,587,0.11
10,Node_29,122,7.31,475,Wind,313,0.17
10,Node_29,122,7.31,475,Hydro,423,0.17
10,Node_3,101,9.84,243,Solar,473,0.11
10,Node_3,101,9.84,243,Wind,420,0.17
10,Node_3,101,9.84,243,Hydro,374,0.17
10,Node_30,136,3.73,331,Solar,412,0.11
10,Node_30,136,3.73,331,Wind,319,0.17
10,Node_30,136,3.73,331,Hydro,436,0.17
10,Node_4,133,3.16,467,Solar,421,0.11
10,Node_4,133,3.16,467,Wind,374,0.17
10,Node_4,133,3.16,467,Hydro,389,0.17
10,Node_5,88,7.8,224,Solar,331,0.11
10,Node_5,88,7.8,224,Wind,542,0.17
10,Node_5,88,7.8,224,Hydro,360,0.17
10,Node_6,175,3.53,266,Solar,521,0.11
10,Node_6,175,3.53,266,Wind,522,0.17
10,Node_6,175,3.53,266,Hydro,437,0.17
10,Node_7,148,4.71,185,Solar,418,0.11
10,Node_7,148,4.71,185,Wind,369,0.17
10,Node_7,148,4.71,185,Hydro,349,0.17
10,Node_8,139,4.47,175,Solar,338,0.11
10,Node_8,139,4.47,175,Wind,510,0.17
10,Node_8,139,4.47,175,Hydro,558,0.17
10,Node_9,75,9.58,443,Solar,567,0.11
10,Node_9,75,9.58,443,Wind,400,0.17
10,Node_9,75,9.58,443,Hydro,406,0.17
11,Node_1,166,7.0,429,Solar,532,0.11
11,Node_1,166,7.0,429,Wind,485,0.17
11,Node_1,166,7.0,429,Hydro,412,0.17
11,Node_10,102,9.74,393,Solar,317,0.11
11,Node_10,102,9.74,393,Wind,431,0.17
11,Node_10,102,9.74,393,Hydro,553,0.17
11,Node_11,77,3.46,158,Solar,448,0.11
11,Node_11,77,3.46,158,Wind,410,0.17
11,Node_11,77,3.46,158,Hydro,417,0.17
11,Node_12,191,2.18,237,Solar,448,0.11
11,Node_12,191,2.18,237,Wind,431,0.17
11,Node_12,191,2.18,237,Hydro,497,0.17
11,Node_13,102,7.76,198,Solar,425,0.11
11,Node_13,102,7.76,198,Wind,319,0.17
11,Node_13,102,7.76,198,Hydro,350,0.17
11,Node_14,90,5.34,291,Solar,537,0.11
11,Node_14,90,5.34,291,Wind,323,0.17
11,Node_14,90,5.34,291,Hydro,544,0.17
11,Node_15,59,2.71,342,Solar,434,0.11
11,Node_15,59,2.71,342,Wind,526,0.17
11,Node_15,59,2.71,342,Hydro,334,0.17
11,Node_16,147,7.47,418,Solar,450,0.11
11,Node_16,147,7.47,418,Wind,453,0.17
11,Node_16,147,7.47,418,Hydro,368,0.17
11,Node_17,150,6.36,148,Solar,535,0.11
11,Node_17,150,6.36,148,Wind,592,0.17
11,Node_17,150,6.36,148,Hydro,348,0.17
11,Node_18,170,9.84,131,Solar,523,0.11
11,Node_18,170,9.84,131,Wind,529,0.17
11,Node_18,170,9.84,131,Hydro,373,0.17
11,Node_19,186,3.82,490,Solar,502,0.11
11,Node_19,186,3.82,490,Wind,501,0.17
11,Node_19,186,3.82,490,Hydro,491,0.17
11,Node_2,112,5.96,197,Solar,555,0.11
11,Node_2,112,5.96,197,Wind,337,0.17
11,Node_2,112,5.96,197,Hydro,560,0.17
11,Node_20,71,5.23,376,Solar,385,0.11
11,Node_20,71,5.23,376,Wind,559,0.17
11,Node_20,71,5.23,376,Hydro,369,0.17
11,Node_21,73,6.34,119,Solar,449,0.11
11,Node_21,73,6.34,119,Wind,487,0.17
11,Node_21,73,6.34,119,Hydro,389,0.17
11,Node_22,111,8.33,253,Solar,534,0.11
11,Node_22,111,8.33,253,Wind,356,0.17
11,Node_22,111,8.33,253,Hydro,559,0.17
11,Node_23,75,6.39,482,Solar,321,0.11
11,Node_23,75,6.39,482,Wind,319,0.17
11,Node_23,75,6.39,482,Hydro,425,0.17
11,Node_24,92,6.9,167,Solar,584,0.11
11,Node_24,92,6.9,167,Wind,572,0.17
11,Node_24,92,6.9,167,Hydro,530,0.17
11,Node_25,198,3.81,465,Solar,568,0.11
11,Node_25,198,3.81,465,Wind,418,0.17
11,Node_25,198,3.81,465,Hydro,594,0.17
11,Node_26,133,8.78,471,Solar,557,0.11
11,Node_26,133,8.78,471,Wind,370,0.17
11,Node_26,133,8.78,471,Hydro,428,0.17
11,Node_27,62,5.43,313,Solar,328,0.11
11,Node_27,62,5.43,313,Wind,303,0.17
11,Node_27,62,5.43,313,Hydro,579,0.17
11,Node_28,192,3.13,242,Solar,512,0.11
11,Node_28,192,3.13,242,Wind,520,0.17
11,Node_28,192,3.13,242,Hydro,399,0.17
11,Node_29,164,7.31,475,Solar,582,0.11
11,Node_29,164,7.31,475,Wind,313,0.17
11,Node_29,164,7.31,475,Hydro,596,0.17
11,Node_3,61,9.84,243,Solar,349,0.11
11,Node_3,61,9.84,243,Wind,302,0.17
11,Node_3,61,9.84,243,Hydro,481,0.17
11,Node_30,150,3.73,331,Solar,394,0.11
11,Node_30,150,3.73,331,Wind,515,0.17
11,Node_30,150,3.73,331,Hydro,473,0.17
11,Node_4,161,3.16,467,Solar,387,0.11
11,Node_4,161,3.16,467,Wind,528,0.17
11,Node_4,161,3.16,467,Hydro,487,0.17
11,Node_5,75,7.8,224,Solar,343,0.11
11,Node_5,75,7.8,224,Wind,485,0.17
11,Node_5,75,7.8,224,Hydro,356,0.17
11,Node_6,167,3.53,266,Solar,577,0.11
11,Node_6,167,3.53,266,Wind,354,0.17
11,Node_6,167,3.53,266,Hydro,330,0.17
11,Node_7,85,4.71,185,Solar,470,0.11
11,Node_7,85,4.71,185,Wind,553,0.17
11,Node_7,85,4.71,185,Hydro,383,0.17
11,Node_8,68,4.47,175,Solar,488,0.11
11,Node_8,68,4.47,175,Wind,323,0.17
11,Node_8,68,4.47,175,Hydro,451,0.17
11,Node_9,112,9.58,443,Solar,483,0.11
11,Node_9,112,9.58,443,Wind,461,0.17
11,Node_9,112,9.58,443,Hydro,335,0.17
12,Node_1,149,7.0,429,Solar,302,0.11
12,Node_1,149,7.0,429,Wind,457,0.17
12,Node_1,149,7.0,429,Hydro,512,0.17
12,Node_10,175,9.74,393,Solar,490,0.11
12,Node_10,175,9.74,393,Wind,381,0.17
12,Node_10,175,9.74,393,Hydro,405,0.17
12,Node_11,88,3.46,158,Solar,417,0.11
12,Node_11,88,3.46,158,Wind,458,0.17
12,Node_11,88,3.46,158,Hydro,519,0.17
12,Node_12,113,2.18,237,Solar,318,0.11
12,Node_12,113,2.18,237,Wind,487,0.17
12,Node_12,113,2.18,237,Hydro,462,0.17
12,Node_13,153,7.76,198,Solar,322,0.11
12,Node_13,153,7.76,198,Wind,359,0.17
12,Node_13,153,7.76,198,Hydro,519,0.17
12,Node_14,60,5.34,291,Solar,329,0.11
12,Node_14,60,5.34,291,Wind,510,0.17
12,Node_14,60,5.34,291,Hydro,569,0.17
12,Node_15,159,2.71,342,Solar,594,0.11
12,Node_15,159,2.71,342,Wind,451,0.17
12,Node_15,159,2.71,342,Hydro,419,0.17
12,Node_16,86,7.47,418,Solar,407,0.11
12,Node_16,86,7.47,418,Wind,408,0.17
12,Node_16,86,7.47,418,Hydro,481,0.17
12,Node_17,93,6.36,148,Solar,580,0.11
12,Node_17,93,6.36,148,Wind,375,0.17
12,Node_17,93,6.36,148,Hydro,405,0.17
12,Node_18,59,9.84,131,Solar,427,0.11
12,Node_18,59,9.84,131,Wind,329,0.17
12,Node_18,59,9.84,131,Hydro,516,0.17
12,Node_19,125,3.82,490,Solar,528,0.11
12,Node_19,125,3.82,490,Wind,416,0.17
12,Node_19,125,3.82,490,Hydro,504,0.17
12,Node_2,188,5.96,197,Solar,410,0.11
12,Node_2,188,5.96,197,Wind,491,0.17
12,Node_2,188,5.96,197,Hydro,369,0.17
12,Node_20,197,5.23,376,Solar,435,0.11
12,Node_20,197,5.23,376,Wind,318,0.17
12,Node_20,197,5.23,376,Hydro,343,0.17
12,Node_21,109,6.34,119,Solar,485,0.11
12,Node_21,109,6.34,119,Wind,472,0.17
12,Node_21,109,6.34,119,Hydro,527,0.17
12,Node_22,160,8.33,253,Solar,443,0.11
12,Node_22,160,8.33,253,Wind,527,0.17
12,Node_22,160,8.33,253,Hydro,483,0.17
12,Node_23,57,6.39,482,Solar,371,0.11
12,Node_23,57,6.39,482,Wind,482,0.17
12,Node_23,57,6.39,482,Hydro,406,0.17
12,Node_24,175,6.9,167,Solar,428,0.11
12,Node_24,175,6.9,167,Wind,412,0.17
12,Node_24,175,6.9,167,Hydro,383,0.17
12,Node_25,196,3.81,465,Solar,560,0.11
12,Node_25,196,3.81,465,Wind,482,0.17
12,Node_25,196,3.81,465,Hydro,549,0.17
12,Node_26,167,8.78,471,Solar,302,0.11
12,Node_26,167,8.78,471,Wind,445,0.17
12,Node_26,167,8.78,471,Hydro,320,0.17
12,Node_27,98,5.43,313,Solar,403,0.11
12,Node_27,98,5.43,313,Wind,415,0.17
12,Node_27,98,5.43,313,Hydro,495,0.17
12,Node_28,135,3.13,242,Solar,523,0.11
12,Node_28,135,3.13,242,Wind,412,0.17
12,Node_28,135,3.13,242,Hydro,477,0.17
12,Node_29,56,7.31,475,Solar,309,0.11
12,Node_29,56,7.31,475,Wind,550,0.17
12,Node_29,56,7.31,475,Hydro,306,0.17
12,Node_3,88,9.84,243,Solar,530,0.11
12,Node_3,88,9.84,243,Wind,550,0.17
12,Node_3,88,9.84,243,Hydro,369,0.17
12,Node_30,57,3.73,331,Solar,518,0.11
12,Node_30,57,3.73,331,Wind,417,0.17
12,Node_30,57,3.73,331,Hydro,426,0.17
12,Node_4,148,3.16,467,Solar,365,0.11
12,Node_4,148,3.16,467,Wind,460,0.17
12,Node_4,148,3.16,467,Hydro,459,0.17
12,Node_5,148,7.8,224,Solar,411,0.11
12,Node_5,148,7.8,224,Wind,497,0.17
12,Node_5,148,7.8,224,Hydro,547,0.17
12,Node_6,97,3.53,266,Solar,312,0.11
12,Node_6,97,3.53,266,Wind,559,0.17
12,Node_6,97,3.53,266,Hydro,502,0.17
12,Node_7,145,4.71,185,Solar,385,0.11
12,Node_7,145,4.71,185,Wind,447,0.17
12,Node_7,145,4.71,185,Hydro,447,0.17
12,Node_8,88,4.47,175,Solar,533,0.11
12,Node_8,88,4.47,175,Wind,539,0.17
12,Node_8,88,4.47,175,Hydro,442,0.17
12,Node_9,135,9.58,443,Solar,389,0.11
12,Node_9,135,9.58,443,Wind,346,0.17
12,Node_9,135,9.58,443,Hydro,498,0.17
13,Node_1,153,7.0,429,Solar,577,0.11
13,Node_1,153,7.0,429,Wind,353,0.17
13,Node_1,153,7.0,429,Hydro,497,0.17
13,Node_10,92,9.74,393,Solar,512,0.11
13,Node_10,92,9.74,393,Wind,311,0.17
13,Node_10,92,9.74,393,Hydro,346,0.17
13,Node_11,66,3.46,158,Solar,471,0.11
13,Node_11,66,3.46,158,Wind,508,0.17
13,Node_11,66,3.46,158,Hydro,377,0.17
13,Node_12,87,2.18,237,Solar,587,0.11
13,Node_12,87,2.18,237,Wind,313,0.17
13,Node_12,87,2.18,237,Hydro,423,0.17
13,Node_13,153,7.76,198,Solar,473,0.11
13,Node_13,153,7.76,198,Wind,420,0.17
13,Node_13,153,7.76,198,Hydro,374,0.17
13,Node_14,50,5.34,291,Solar,412,0.11
13,Node_14,50,5.34,291,Wind,319,0.17
13,Node_14,50,5.34,291,Hydro,436,0.17
